producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Jonathan Garnier;16, av. du Sentier;69390;Millery;France;69133;69;84.0;20652;4.779545803064096;45.634380453171374
Michel Descotes;12, rue de la Tourtière;69390;Millery;France;69133;69;84.0;5841;4.779545803064096;45.634380453171374
Patrice Thollet;domaine de la Petite Gallée;69390;Millery;France;69133;69;84.0;213;4.779545803064096;45.634380453171374
Pierre Descotes;12, rue des Grès;69390;Millery;France;69133;69;84.0;20653;4.779545803064096;45.634380453171374
Régis Descotes;16, av. du Sentier;69390;Millery;France;69133;69;84.0;9539;4.779545803064096;45.634380453171374
Bruno Rollet;Les Rues;69400;Arnas;France;69013;69;84.0;49156;4.706935079373305;46.02410048420948
Cave coopérative de Gleizé;1471, rue de Tarare;69400;Gleizé;France;69092;69;84.0;48475;4.696634843732745;45.98883872251517
Chantal Baratin;389, chem. des Sapins;69400;Liergues;France;69159;69;84.0;47763;4.647520307857942;45.9577028287333
Château de l' Éclair;905, rte du Château-de-l'Éclair;69400;Liergues;France;69159;69;84.0;48473;4.647520307857942;45.9577028287333
Château de l' Éclair;905, rue du Château-de-l'Éclair Liergues;69400;Porte-des-Pierres-Dorées;France;69159;69;84.0;20759;4.647520307857942;45.9577028287333
Colette Deverchère;domaine des Bussières 144, avenue de la Libération;69400;Villefranche-sur-Saône;France;69264;69;84.0;24743;4.715314138123123;45.988797858405434
Cédric Vincent;272, chem. de Marduy;69400;Porte-des-Pierres-Dorées;France;69159;69;84.0;84036;4.647520307857942;45.9577028287333
Domaine d' Ouilly;778, rte des Maisons-Neuves;69400;Arnas;France;69013;69;84.0;19821;4.706935079373305;46.02410048420948
Emmanuel Mandrillon;552, rte de la Crête-de-Chalier;69400;Liergues;France;69159;69;84.0;50915;4.647520307857942;45.9577028287333
Gilbert Jomain;1496, rte d'Anse;69400;Limas;France;69115;69;84.0;48477;4.707311486866313;45.97466604848365
Jean Baronnat;491, rte de Lacenas;69400;Gleizé;France;69092;69;84.0;95;4.696634843732745;45.98883872251517
La cave des vignerons de Liergues;168, rue du Beaujolais;69400;Liergues;France;69159;69;84.0;63;4.647520307857942;45.9577028287333
Sci château de Longsard;château de Longsard;69400;Arnas;France;69013;69;84.0;34455;4.706935079373305;46.02410048420948
Sci du domaine de Vaurenard;;69400;Gleizé;France;69092;69;84.0;9540;4.696634843732745;45.98883872251517
Sicarex Beaujolais;château de l'Eclair;69400;Liergues;France;69159;69;84.0;25535;4.647520307857942;45.9577028287333
Évelyne et guy Pignard;404, chem. de la Grange-Ménard;69400;Arnas;France;69013;69;84.0;50419;4.706935079373305;46.02410048420948
André François;Mornas;69420;Ampuis;France;69007;69;84.0;16324;4.810387297271343;45.48883365714659
Bernard Burgaud;Le Champin;69420;Ampuis;France;69007;69;84.0;16323;4.810387297271343;45.48883365714659
Cédric Parpette;9, rte du Lacat;69420;Ampuis;France;69007;69;84.0;50716;4.810387297271343;45.48883365714659
Domaine Chambeyron;Boucharey;69420;Ampuis;France;69007;69;84.0;15544;4.810387297271343;45.48883365714659
Domaine michel et stéphane Ogier;3, chemin du Bac;69420;Ampuis;France;69007;69;84.0;25107;4.810387297271343;45.48883365714659
E. Guigal;Ch. d'Ampuis;69420;Ampuis;France;69007;69;84.0;23446;4.810387297271343;45.48883365714659
Earl Mouton Père et Fils;23, montée du Rozay;69420;Condrieu;France;69064;69;84.0;33955;4.767608613388512;45.46414755237385
Earl domaine Barge;8, bd des Allées;69420;Ampuis;France;69007;69;84.0;13801;4.810387297271343;45.48883365714659
Earl domaine de Corps de Loup;2, rte de Lyons;69420;Tupin-et-Semons;France;69253;69;84.0;22905;4.777435224337688;45.478118752528836
Earl domaine de Rosiers;3, rue des Moutonnes;69420;Ampuis;France;69007;69;84.0;17469;4.810387297271343;45.48883365714659
Earl domaine rémi et robert Niero;3, imp. du Pressoir rue de la Mairie;69420;Condrieu;France;69064;69;84.0;10057;4.767608613388512;45.46414755237385
Earl georges Vernay;1, RN_86;69420;Condrieu;France;69064;69;84.0;9168;4.767608613388512;45.46414755237385
Earl jocelyne et yves Lafoy;8, rue du Vagnot;69420;Ampuis;France;69007;69;84.0;23320;4.810387297271343;45.48883365714659
Earl vignobles Levet;26, bd les Allées;69420;Ampuis;France;69007;69;84.0;13800;4.810387297271343;45.48883365714659
François Gérard;9, Côte Chatillon;69420;Condrieu;France;69064;69;84.0;67125;4.767608613388512;45.46414755237385
Gaec Bonnefond;250, chem. de Mornas;69420;Ampuis;France;69007;69;84.0;25104;4.810387297271343;45.48883365714659
Gaec François et Fils;Mornas;69420;Ampuis;France;69007;69;84.0;83736;4.810387297271343;45.48883365714659
Gaec Jamet;4600, rte du Recru Le Vallin;69420;Ampuis;France;69007;69;84.0;16325;4.810387297271343;45.48883365714659
Gaec guy Bernard;9, rte de Lyon;69420;Tupin-et-Semons;France;69253;69;84.0;33956;4.777435224337688;45.478118752528836
Jean-michel Gerin;19, rue de Montmain;69420;Ampuis;France;69007;69;84.0;6369;4.810387297271343;45.48883365714659
Les vins du Concours;518, Chavanne;69420;Arnas;France;69013;69;84.0;17466;4.706935079373305;46.02410048420948
Louis Drevon;3, rue des Moutonnes;69420;Ampuis;France;69007;69;84.0;15533;4.810387297271343;45.48883365714659
Maison Denuzière;73, rue Nationale;69420;Condrieu;France;69064;69;84.0;49578;4.767608613388512;45.46414755237385
Nicolas et mickaël Degache;300, chem. des Maisons-Blanches;69420;Tupin-et-Semons;France;69253;69;84.0;21310;4.777435224337688;45.478118752528836
SEAR Tradivin;2, chemin de la Viallière Verenay;69420;Ampuis;France;69007;69;84.0;46863;4.810387297271343;45.48883365714659
Sarl benjamin et david Duclaux;34, rte de Lyon;69420;Tupin-et-Semons;France;69253;69;84.0;25056;4.777435224337688;45.478118752528836
Sarl famille Garon;58, rte de la Taquière Le Goutay;69420;Ampuis;France;69007;69;84.0;51206;4.810387297271343;45.48883365714659
Sarl jean-paul et loïc Jamet;49600, rte de Recru Le Vallin;69420;Ampuis;France;69007;69;84.0;22904;4.810387297271343;45.48883365714659
Sas domaine de Bonserine;2, chem. de la Viallière Verenay;69420;Ampuis;France;69007;69;84.0;10055;4.810387297271343;45.48883365714659
Sasu j. Vidal-Fleury Ampuis Côte-Rôtie;48, rte de Lyon RD 386;69420;Tupin-et-Semons;France;69253;69;84.0;1426;4.777435224337688;45.478118752528836
Scea domaine Pichat;6, chem. de la Viallière;69420;Ampuis;France;69007;69;84.0;48681;4.810387297271343;45.48883365714659
Xavier Gérard;9, côte Châtillon;69420;Condrieu;France;69064;69;84.0;14384;4.767608613388512;45.46414755237385
É. Guigal;Ch. d'Ampuis;69420;Ampuis;France;69007;69;84.0;23456;4.810387297271343;45.48883365714659
É. Guigal (Ch. d'Ampuis);;69420;Ampuis;France;69007;69;84.0;20067;4.810387297271343;45.48883365714659
É. Guigal (La Landonne);Ch. d'Ampuis;69420;Ampuis;France;69007;69;84.0;17724;4.810387297271343;45.48883365714659
É. Guigal (La Mouline);Ch. d'Ampuis;69420;Ampuis;France;69007;69;84.0;17725;4.810387297271343;45.48883365714659
É. Guigal (La Turque);Ch. d'Ampuis;69420;Ampuis;France;69007;69;84.0;5532;4.810387297271343;45.48883365714659
ATEA;Les Dépôts;69430;Saint-Didier-sur-Beaujeu;France;69196;69;84.0;66965;4.545867523392428;46.156400734398346
Alain Crozier;;69430;Régnié;France;69165;69;84.0;47086;4.641131753324826;46.13747784061442
Alain Démule;La Roche;69430;Quincié-en-Beaujolais;France;69162;69;84.0;14028;4.613044056169528;46.11706742514041
Alain Merle;Les Bois 389, Voie Romaine;69430;Régnié-Durette;France;69165;69;84.0;19668;4.641131753324826;46.13747784061442
Alain Merle;389, voie romaine Les Bois;69430;Régnié-Durette;France;69165;69;84.0;49092;4.641131753324826;46.13747784061442
Alain Nesme;Cherves;69430;Quincié-en-Beaujolais;France;69162;69;84.0;66932;4.613044056169528;46.11706742514041
Alexandre Burgaud;Le Molard;69430;Beaujeu;France;69018;69;84.0;20639;4.586870665533363;46.154389844694855
André et andrée Longin;Les Laforêts;69430;Beaujeu;France;69018;69;84.0;34510;4.586870665533363;46.154389844694855
Annie et henri Chavy;Le Chazelet;69430;Régnié-Durette;France;69165;69;84.0;13093;4.641131753324826;46.13747784061442
Annie, rené, carine et laurent Jambon;2, chem. de Thulon;69430;Lantignié;France;69109;69;84.0;78;4.622556840024136;46.14691362853448
Bassouls;EURL château des Vergers;69430;Lantignié;France;69109;69;84.0;47078;4.622556840024136;46.14691362853448
Bel-Air;Dom. de Bel-Air;69430;Lantignié;France;69109;69;84.0;19626;4.622556840024136;46.14691362853448
Bernard Desperrier;Le Chapital;69430;Lantignié;France;69109;69;84.0;5824;4.622556840024136;46.14691362853448
Bernard Nesme;Les Vergers;69430;Lantignié;France;69109;69;84.0;5814;4.622556840024136;46.14691362853448
Bernardo Séraphin;La HauteRonze;69430;Régnié-Durette;France;69165;69;84.0;5850;4.641131753324826;46.13747784061442
Boisset site Mommessin;403, rte Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;24789;4.613044056169528;46.11706742514041
Bruno Jambon;Le Charnay;69430;Lantignié;France;69109;69;84.0;5818;4.622556840024136;46.14691362853448
Caveau des Beaujolais-Villages;place de l'Hôtel-de-Ville;69430;Beaujeu;France;69018;69;84.0;24782;4.586870665533363;46.154389844694855
Caveau des Deux Clochers;Le Bourg;69430;Régnié-Durette;France;69165;69;84.0;13095;4.641131753324826;46.13747784061442
Christian Bulliat;Les Chatillons;69430;Régnié-Durette;France;69165;69;84.0;49090;4.641131753324826;46.13747784061442
Christian Chambon;Lachat;69430;Régnié-Durette;France;69165;69;84.0;144;4.641131753324826;46.13747784061442
Château des Alouettes;;69430;Lantignié;France;69109;69;84.0;84051;4.622556840024136;46.14691362853448
Château des Vergers;Les Vergers 150, chem. des Vergers;69430;Lantignié;France;69109;69;84.0;13092;4.622556840024136;46.14691362853448
Claire Rivier;33, rue de la Grange-Charton;69430;Régnié-Durette;France;69165;69;84.0;84398;4.641131753324826;46.13747784061442
Claudette Verchère;598, rte de Romarand;69430;Quincié-en-Beaujolais;France;69162;69;84.0;83532;4.613044056169528;46.11706742514041
Claudine et claude Cinquin;Les Forchets;69430;Régnié-Durette;France;69165;69;84.0;9532;4.641131753324826;46.13747784061442
Cyrille Bernardo;La Haute-Ronze;69430;Régnié-Durette;France;69165;69;84.0;50382;4.641131753324826;46.13747784061442
Cyrille Duvernay;Saburin;69430;Quincié-en-Beaujolais;France;69162;69;84.0;49134;4.613044056169528;46.11706742514041
Daniel Perrusset;La Roche;69430;Quincié-en-Beaujolais;France;69162;69;84.0;49819;4.613044056169528;46.11706742514041
Danielle Gouillon;Les Grandes-Granges;69430;Quincié-en-Beaujolais;France;69162;69;84.0;5860;4.613044056169528;46.11706742514041
Denis et valérie Matray;La Plaigne;69430;Régnié-Durette;France;69165;69;84.0;34490;4.641131753324826;46.13747784061442
Domaine Burnichon;78, chem. du Marronnier;69430;Quincié-en-Beaujolais;France;69162;69;84.0;47056;4.613044056169528;46.11706742514041
Domaine Centenaire Martin Louis;Ranfray;69430;Les Ardillats;France;69012;69;84.0;49091;4.54161494395689;46.17926946339614
Domaine Coteaux des Oliviers;374, chem. des Oliviers;69430;Quincié-en-Beaujolais;France;69162;69;84.0;50927;4.613044056169528;46.11706742514041
Domaine Laforest;793, rte du Bois;69430;Régnié-Durette;France;69165;69;84.0;19667;4.641131753324826;46.13747784061442
Domaine Lagneau;941, rte d'Huire;69430;Quincié-en-Beaujolais;France;69162;69;84.0;47082;4.613044056169528;46.11706742514041
Domaine Saint-Cyprien;403, rte Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;47291;4.613044056169528;46.11706742514041
Domaine Tano Péchard;Aux Bruyères 210, rte du Bois;69430;Régnié-Durette;France;69165;69;84.0;19669;4.641131753324826;46.13747784061442
Domaine andré Laissus;Le Mollard;69430;Régnié-Durette;France;69165;69;84.0;138;4.641131753324826;46.13747784061442
Domaine d' Hervelyne;La Tour-Bourdon 740, rte du Châlet;69430;Régnié-Durette;France;69165;69;84.0;19686;4.641131753324826;46.13747784061442
Domaine de Bel-Air;Dom. de Bel-Air;69430;Lantignié;France;69109;69;84.0;16433;4.622556840024136;46.14691362853448
Domaine de Colette;4245, rte de Saint-Joseph;69430;Lantignié;France;69109;69;84.0;9527;4.622556840024136;46.14691362853448
Domaine de Vavril;lieu-dit Vavril;69430;Beaujeu;France;69018;69;84.0;50428;4.586870665533363;46.154389844694855
Domaine de la Plaigne;La Plaigne 224, rte de la Croix-Penet;69430;Régnié-Durette;France;69165;69;84.0;121;4.641131753324826;46.13747784061442
Domaine de la Roche Thulon;846, rte de Montmay;69430;Quincié-en-Beaujolais;France;69162;69;84.0;9534;4.613044056169528;46.11706742514041
Domaine de la Saigne;2508, rte de Cherves;69430;Quincié-en-Beaujolais;France;69162;69;84.0;5817;4.613044056169528;46.11706742514041
Domaine des Braves;756, rte des Braves;69430;Régnié-Durette;France;69165;69;84.0;19662;4.641131753324826;46.13747784061442
Domaine des Grandes Vignes;90, impasse du Puits;69430;Quincié-en-Beaujolais;France;69162;69;84.0;346;4.613044056169528;46.11706742514041
Domaine des Ronze;La Ronze La Ronze;69430;Régnié-Durette;France;69165;69;84.0;77;4.641131753324826;46.13747784061442
Domaine du Pavillon de Chavannes;936, rue des Hauts-de-Chavannes;69430;Quincié-en-Beaujolais;France;69162;69;84.0;347;4.613044056169528;46.11706742514041
Domaine jean-paul Dubost;Tracot;69430;Lantignié;France;69109;69;84.0;133;4.622556840024136;46.14691362853448
Domaines et châteaux Pellerin;Dom. du Vieux Cerisier 403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;19661;4.613044056169528;46.11706742514041
Domaines les Capréoles;108, imp. du Muguet La Plaigne;69430;Régnié-Durette;France;69165;69;84.0;18377;4.641131753324826;46.13747784061442
Dominique Gouillon;1320, rte de la Palud;69430;Quincié-en-Beaujolais;France;69162;69;84.0;19683;4.613044056169528;46.11706742514041
Dominique Jambon;152, chem. de la Croix-d'Arnas;69430;Lantignié;France;69109;69;84.0;19688;4.622556840024136;46.14691362853448
Donjon;Dom. Valfantine La Combe de Morne;69430;Beaujeu;France;69018;69;84.0;20666;4.586870665533363;46.154389844694855
Earl Gobet;230, chemin des Pins;69430;Lantignié;France;69109;69;84.0;46360;4.622556840024136;46.14691362853448
Earl Striffling;La Ronze 94, Ch. des Lilas;69430;Régnié;France;69165;69;84.0;5848;4.641131753324826;46.13747784061442
Earl cave de Ponchon;Ponchon;69430;Régnié;France;69165;69;84.0;34458;4.641131753324826;46.13747784061442
Earl domaine Rochette;460, rte du Chalet;69430;Régnié-Durette;France;69165;69;84.0;125;4.641131753324826;46.13747784061442
Earl du Crêt d'Oeillat;116, chaussée d'Erpent;69430;Régnié-Durette;France;69165;69;84.0;34488;4.641131753324826;46.13747784061442
Earl franck Chavy;200, rte de Lachat;69430;Régnié-Durette;France;69165;69;84.0;48540;4.641131753324826;46.13747784061442
Earl jean-paul Rampon;Les Rampeaux 275, chemin de la Place;69430;Régnié-Durette;France;69165;69;84.0;9537;4.641131753324826;46.13747784061442
Earl rené et gilles Desplace;Aux Bruyères;69430;Régnié-Durette;France;69165;69;84.0;47087;4.641131753324826;46.13747784061442
Fabien Forest;1018, rte d'Appagnié;69430;Lantignié;France;69109;69;84.0;22982;4.622556840024136;46.14691362853448
Florent Rude;55, rue Bouchon;69430;Quincié-en-Beaujolais;France;69162;69;84.0;18407;4.613044056169528;46.11706742514041
Franck Cinquin;Les Braves;69430;Régnié-Durette;France;69165;69;84.0;2618;4.641131753324826;46.13747784061442
Frédéric Berne;Les Vergers;69430;Lantignié;France;69109;69;84.0;49842;4.622556840024136;46.14691362853448
Frédéric Laissus;237, rue du Four à Pain Les Chastys;69430;Régnié-Durette;France;69165;69;84.0;83614;4.641131753324826;46.13747784061442
Gaec bernard, laurent et didier Trichard;420, rte des Plaignes;69430;Régnié-Durette;France;69165;69;84.0;16463;4.641131753324826;46.13747784061442
Gaec du domaine du Thizy;Le Thizy;69430;Lantignié;France;69109;69;84.0;70;4.622556840024136;46.14691362853448
Georges Demont;Les Braves;69430;Régnié-Durette;France;69165;69;84.0;25512;4.641131753324826;46.13747784061442
Gfa Desplace Frères;;69430;Régnié-Durette;France;69165;69;84.0;14049;4.641131753324826;46.13747784061442
Gfa Les Vergers du Chayla;Les Vergers;69430;Lantignié;France;69109;69;84.0;25558;4.622556840024136;46.14691362853448
Gfa des Versauds;La Basse Ronze;69430;Régnié-Durette;France;69165;69;84.0;49106;4.641131753324826;46.13747784061442
Gilbert Chetaille;1041, rte des Hauts-de-Chavanne;69430;Quincié-en-Beaujolais;France;69162;69;84.0;84087;4.613044056169528;46.11706742514041
Gilles Copéret;1285, rte des Chastys;69430;Régnié-Durette;France;69165;69;84.0;14044;4.641131753324826;46.13747784061442
Gilles et nathalie Nesme;Appagnié;69430;Lantignié;France;69109;69;84.0;34509;4.622556840024136;46.14691362853448
Gilles et quentin Perroud;4412, rte de Saint-Joseph;69430;Lantignié;France;69109;69;84.0;14047;4.622556840024136;46.14691362853448
Grands Terroirs et Signatures;Montmay-Les Jacquets BP 10;69430;Quincié-en-Beaujolais;France;69162;69;84.0;48532;4.613044056169528;46.11706742514041
Grégory Gouillon;Les Nivaudières;69430;Quincié-en-Beaujolais;France;69162;69;84.0;83526;4.613044056169528;46.11706742514041
Guillaume Joncy;249, rte du Chavagnon;69430;Quincié-en-Beaujolais;France;69162;69;84.0;17441;4.613044056169528;46.11706742514041
Gérard Genty;Vaugervan;69430;Lantignié;France;69109;69;84.0;13045;4.622556840024136;46.14691362853448
Gérard Lagneau;941, rte d'Huire;69430;Quincié-en-Beaujolais;France;69162;69;84.0;13039;4.613044056169528;46.11706742514041
Hervé Nesme;90, imp. du Puits Chavannes;69430;Quincié-en-Beaujolais;France;69162;69;84.0;20659;4.613044056169528;46.11706742514041
Isabelle Thivend-Richonnier;La Roche;69430;Quincié-en-Beaujolais;France;69162;69;84.0;49822;4.613044056169528;46.11706742514041
Jacky Gauthier;4245, rte de Saint-Joseph;69430;Lantignié;France;69109;69;84.0;19676;4.622556840024136;46.14691362853448
Jacques Juillard;La Roche;69430;Quincié-en-Beaujolais;France;69162;69;84.0;47076;4.613044056169528;46.11706742514041
Jean Durand;Ponchon;69430;Régnié-Durette;France;69165;69;84.0;140;4.641131753324826;46.13747784061442
Jean-charles Braillon;Les Forchets;69430;Régnié-Durette;France;69165;69;84.0;9529;4.641131753324826;46.13747784061442
Jean-charles Pivot;Les Dépôts;69430;Saint-Didier-sur-Beaujeu;France;69196;69;84.0;62;4.545867523392428;46.156400734398346
Jean-claude Gobet;Les Pins;69430;Lantignié;France;69109;69;84.0;34504;4.622556840024136;46.14691362853448
Jean-luc Prolange;Les Vergers;69430;Régnié-Durette;France;69165;69;84.0;24725;4.641131753324826;46.13747784061442
Jean-michel Gaudet;76, imp. des Sarments La Haute-Plaigne;69430;Régnié-Durette;France;69165;69;84.0;19666;4.641131753324826;46.13747784061442
Jean-pierre Gouillon;domaine du Vadot, Pont-de-Cherves;69430;Quincié-en-Beaujolais;France;69162;69;84.0;24758;4.613044056169528;46.11706742514041
Jérôme Lacondemine;27, rue des Echarmeaux;69430;Beaujeu;France;69018;69;84.0;15643;4.586870665533363;46.154389844694855
Jérôme Witrant;;69430;Lantignié;France;69109;69;84.0;47071;4.622556840024136;46.14691362853448
Les vins louis Tête;Les Dépôts;69430;Saint-Didier-sur-Beaujeu;France;69196;69;84.0;5853;4.545867523392428;46.156400734398346
Livet;Coteau de Beauchamp;69430;Beaujeu;France;69018;69;84.0;83535;4.586870665533363;46.154389844694855
Lucien Chemarin;Les Villiers;69430;Marchampt;France;69124;69;84.0;25557;4.569151520447239;46.112328109240146
Lucien et lydie Grandjean;701, rte de Vallières;69430;Régnié-Durette;France;69165;69;84.0;16461;4.641131753324826;46.13747784061442
Marcelle et jean-louis Lapute;La Roche;69430;Régnié-Durette;France;69165;69;84.0;16477;4.641131753324826;46.13747784061442
Marie-hélène Labruyère;domaine des Bois;69430;Régnié-Durette;France;69165;69;84.0;9566;4.641131753324826;46.13747784061442
Marlyse et gérard Perrier;Les Saules;69430;Lantignié;France;69109;69;84.0;96;4.622556840024136;46.14691362853448
Michel Guignier;SARL Les Améthystes Les Fûts;69430;Régnié-Durette;France;69165;69;84.0;19684;4.641131753324826;46.13747784061442
Michel Nesme;Les Vergers;69430;Lantignié;France;69109;69;84.0;9511;4.622556840024136;46.14691362853448
Michèle Savoye;Les Forchets;69430;Régnié-Durette;France;69165;69;84.0;66957;4.641131753324826;46.13747784061442
Michèle et françois Descombes;428, chem. de Bel-Air;69430;Lantignié;France;69109;69;84.0;34500;4.622556840024136;46.14691362853448
Mickaël Nesme;29, chem. de Montoux;69430;Quincié-en-Beaujolais;France;69162;69;84.0;50405;4.613044056169528;46.11706742514041
Mommessin;403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;25547;4.613044056169528;46.11706742514041
Mommessin;403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;20658;4.613044056169528;46.11706742514041
Monique Désigaud;Les Fûts;69430;Régnié-Durette;France;69165;69;84.0;16460;4.641131753324826;46.13747784061442
Nicolas Chemarin;Les Villiers;69430;Marchampt;France;69124;69;84.0;50381;4.569151520447239;46.112328109240146
Pardon et Fils;La Chevalière;69430;Beaujeu;France;69018;69;84.0;14046;4.586870665533363;46.154389844694855
Paul Cinquin;Les Grandes-Bruyères domaine des Braves;69430;Régnié-Durette;France;69165;69;84.0;14043;4.641131753324826;46.13747784061442
Paul Desplace;Le Colombier;69430;Régnié-Durette;France;69165;69;84.0;19663;4.641131753324826;46.13747784061442
Pellerin Domaines et Châteaux;403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;48538;4.613044056169528;46.11706742514041
Philippe Deschamps;Morne;69430;Beaujeu;France;69018;69;84.0;24777;4.586870665533363;46.154389844694855
Philippe Duranson;Vernus;69430;Régnié-Durette;France;69165;69;84.0;47090;4.641131753324826;46.13747784061442
Philippe Merly;Le Ribouillon BP 10;69430;Quincié-en-Beaujolais;France;69162;69;84.0;49087;4.613044056169528;46.11706742514041
Pierre Coillard;domaine des Buyats  Les Bulliats;69430;Régnié-Durette;France;69165;69;84.0;139;4.641131753324826;46.13747784061442
Père La Grolle;Dom. et Ch. Pellerin 403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;50397;4.613044056169528;46.11706742514041
Raphaël Chopin;La Savoye;69430;Lantignié;France;69109;69;84.0;20668;4.622556840024136;46.14691362853448
Richard Brague;domaine de Vavril;69430;Beaujeu;France;69018;69;84.0;50928;4.586870665533363;46.154389844694855
Régine et didier Coste-Lapalus;280, chem. des Bruyères;69430;Régnié-Durette;France;69165;69;84.0;47088;4.641131753324826;46.13747784061442
Rémy Crozier;château Saint-Vincent;69430;Régnié-Durette;France;69165;69;84.0;25511;4.641131753324826;46.13747784061442
Sabine Vaganay;château de Lantignié;69430;Lantignié;France;69109;69;84.0;50425;4.622556840024136;46.14691362853448
Sandrine Henriot;5238, rte de Saint-Joseph;69430;Régnié-Durette;France;69165;69;84.0;23114;4.641131753324826;46.13747784061442
Sarl Brague et Fils;domaine de Vavril;69430;Beaujeu;France;69018;69;84.0;49850;4.586870665533363;46.154389844694855
Sas maison Mommessin et Thorin;403, rte de Saint-Vincent;69430;Quincié-en-Beaujolais;France;69162;69;84.0;34526;4.613044056169528;46.11706742514041
Sc les Reyssiers;Les Reyssiers;69430;Régnié-Durette;France;69165;69;84.0;49803;4.641131753324826;46.13747784061442
Scea Chassagne-Bertoldo;Les Bruyères;69430;Lantignié;France;69109;69;84.0;34497;4.622556840024136;46.14691362853448
Scea château de Durette;Chez le-Bois;69430;Régnié-Durette;France;69165;69;84.0;50925;4.641131753324826;46.13747784061442
Sci Varennes;2330, rte de Varennes;69430;Quincié-en-Beaujolais;France;69162;69;84.0;13034;4.613044056169528;46.11706742514041
Stéphane Gardette;La Haute-Ronze;69430;Régnié-Durette;France;69165;69;84.0;47068;4.641131753324826;46.13747784061442
Stéphane Laroche et Maria Félisbela;Les Braves;69430;Régnié-Durette;France;69165;69;84.0;25510;4.641131753324826;46.13747784061442
Stéphane Mathon;Les Jacquets;69430;Quincié-en-Beaujolais;France;69162;69;84.0;66962;4.613044056169528;46.11706742514041
Séraphin Bernardo et Fils;La Haute-Ronze;69430;Régnié-Durette;France;69165;69;84.0;34489;4.641131753324826;46.13747784061442
Terroirs Originels;Les Treilles;69430;Quincié-en-Beaujolais;France;69162;69;84.0;49799;4.613044056169528;46.11706742514041
Thierry Robin;75, allée des Chênes;69430;Régnié-Durette;France;69165;69;84.0;34491;4.641131753324826;46.13747784061442
Vincent Lacondemine;Le Moulin;69430;Beaujeu;France;69018;69;84.0;13052;4.586870665533363;46.154389844694855
Yemeniz de Romefort;Les Vergers;69430;Régnié-Durette;France;69165;69;84.0;66956;4.641131753324826;46.13747784061442
Yvan Dufour;La Roche;69430;Quincié-en-Beaujolais;France;69162;69;84.0;47067;4.613044056169528;46.11706742514041
Yvan Morion;1175, rte du Grand Saint-Cyr;69430;Quincié-en-Beaujolais;France;69162;69;84.0;20647;4.613044056169528;46.11706742514041
Yves Durand;Les Braves;69430;Régnié-Durette;France;69165;69;84.0;15605;4.641131753324826;46.13747784061442
Domaine de Prapin;685, rte de Saint-Laurent-d'Agny 685, rte de Saint-Laurent d'Agny;69440;Taluyers;France;69241;69;84.0;14754;4.719516542321013;45.6406827091397
Domaine du Clos Saint-Marc;60, rte des Fontaines;69440;Taluyers;France;69241;69;84.0;216;4.719516542321013;45.6406827091397
Gaec du domaine Condamin;85, rte du Batard;69440;Taluyers;France;69241;69;84.0;13004;4.719516542321013;45.6406827091397
Guyot;230, rte des Fontaines;69440;Taluyers;France;69241;69;84.0;47403;4.719516542321013;45.6406827091397
Vignobles Duplessis-Guyot;montée de l'Eglise;69440;Taluyers;France;69241;69;84.0;219;4.719516542321013;45.6406827091397
André Chanay;La Tallebarde;69460;Saint-Etienne-des-Oullières;France;69197;69;84.0;68;4.648615414280407;46.06864175895452
André Chavanis;Champagne;69460;Saint-Etienne-la-Varenne;France;69198;69;84.0;25551;4.630990485835937;46.076773025991635
André et corinne Chavel;Le Glabat;69460;Le Perréon;France;69151;69;84.0;15641;4.600529879194926;46.06275372578288
Annie et franck Lathuilière;Dom. des Arbins Les Platures;69460;Vaux-en-Beaujolais;France;69257;69;84.0;20635;4.590987432932454;46.05541239603001
Benoît Lafont;Le Treve, B.P.1;69460;Le Perréon;France;69151;69;84.0;1672;4.600529879194926;46.06275372578288
Cave de Clochemerle;Pl. du Petit Tertre;69460;Vaux-en-Beaujolais;France;69257;69;84.0;20642;4.590987432932454;46.05541239603001
Cave du château des Loges;163, rue de Louveigne;69460;Le Perréon;France;69151;69;84.0;13037;4.600529879194926;46.06275372578288
Cave du château des Loges;163, rue de Louveigne;69460;Le Perréon;France;69151;69;84.0;19632;4.600529879194926;46.06275372578288
Cellier des Saint-Étienne;rue du Beaujolais;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;345;4.648615414280407;46.06864175895452
Chanay;Le Trève 150, rte de Buyon;69460;Saint-Étienne-des-Oullières;France;69197;69;84.0;83529;4.648615414280407;46.06864175895452
Christian Miolane;La Folie;69460;Salles-Arbuissonnas-en-Beaujolais;France;69172;69;84.0;24796;4.635637981629763;46.04116872660571
