producteur;adresse;CP;commune;pays;INSEE_COM;INSEE_DEP;INSEE_REG;prod_id;lon;lat
Clos de l'Amandaie;rte de Montpellier;34230;Aumelas;France;34016;34;76.0;47992;3.598776749236173;43.6038081359229
Earl Mas des Rompudes;chem. des Peyroux;34230;Saint-Bauzille-de-la-Sylve;France;34241;34;76.0;21114;3.547969080171958;43.616760603802796
France Kosher Wines;7, avenue de Clermont;34230;Plaissan;France;34204;34;76.0;50829;3.527771560683489;43.557499644490015
France et michel Siohan-Cuny;8, rte de Croix-de-Saint-Antoine;34230;Belarga;France;34029;34;76.0;51236;3.486565924807698;43.55262381253542
Jacques Aubrespy;2, rue de la Mairie;34230;Saint-Pargoire;France;34281;34;76.0;50086;3.519172832183082;43.528200337528695
Jean-michel Guerre;317, chemin du Camp d'Aussel;34230;Tressan;France;34313;34;76.0;49021;3.490663738117443;43.57440651592942
Jean-pierre Vailhé;28, pl. du Jeu-de-Ballon;34230;Tressan;France;34313;34;76.0;83721;3.490663738117443;43.57440651592942
Jeanjean;SARL domaine de la Truffière Encoste;34230;Aumelas;France;34016;34;76.0;35510;3.598776749236173;43.6038081359229
Julien Frères;Mas de Janiny 21, place de la Pradette;34230;Saint-Bauzille-de-la-Sylve;France;34241;34;76.0;47588;3.547969080171958;43.616760603802796
La clairette d' Adissan;av. du Gal-de-Gaulle;34230;Adissan;France;34002;34;76.0;14157;3.42822199400206;43.53503853050018
Laurent Baudou;3, rue Croix-des-Barrières;34230;Vendemian;France;34328;34;76.0;47459;3.561741949486499;43.58105606957472
Mas de Janiny;chem. Saint-Jean-Laval;34230;Saint-Bauzille-de-la-Sylve;France;34241;34;76.0;34339;3.547969080171958;43.616760603802796
Pascal Marié;av. Notre-Dame-de-Rouviège;34230;Puilacher;France;34222;34;76.0;21133;3.506968484710735;43.56695266503925
Sarl vignobles d' Albenac;Ch. Bas d'Aumelas;34230;Aumelas;France;34016;34;76.0;50087;3.598776749236173;43.6038081359229
Scea Figure & Co;Mas de Vedel;34230;Saint-Pargoire;France;34281;34;76.0;23328;3.519172832183082;43.528200337528695
Scea château Valloussière;Mas de Valoussière;34230;Aumelas;France;34016;34;76.0;50674;3.598776749236173;43.6038081359229
Scea de Blanville;Rieutort rte de Gignac;34230;Saint-Pargoire;France;34281;34;76.0;34788;3.519172832183082;43.528200337528695
Scea domaine de Puilacher;70, av. Notre-Dame-de-Rouviège;34230;Puilacher;France;34222;34;76.0;84331;3.506968484710735;43.56695266503925
Signatures du Sud;7, avenue de Clermont-l'Hérault;34230;Plaissan;France;34204;34;76.0;48081;3.527771560683489;43.557499644490015
Christian Gineste;domaine du Fraïsse rte de Bedarieux, lieu-dit Le Fraïsse;34260;La Tour-sur-Orb;France;34312;34;76.0;84706;3.149114223302437;43.655832591018225
François Pottier;domaine de la Croix ronde 28, avenue du Four-à-Chaux;34260;La Tour-sur-Orb;France;34312;34;76.0;16427;3.149114223302437;43.655832591018225
André Gély;38, rue du Porche;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;35497;3.864197561256253;43.76935833447793
Anne-lise Fraisse;149, chem. des Horts;34270;Claret;France;34078;34;76.0;51225;3.906250134711727;43.861265186990394
Bruguière;rte de Cazeneuve;34270;Lauret;France;34131;34;76.0;48755;3.884737049779939;43.83438154569588
Christian Florac;domaine de Villeneuve;34270;Claret;France;34078;34;76.0;16761;3.906250134711727;43.861265186990394
Christophe Peyrus et Françoise Julien;Clos Marie;34270;Lauret;France;34131;34;76.0;16760;3.884737049779939;43.83438154569588
Château Vallon;;34270;Cazevieille;France;34066;34;76.0;50676;3.788009349991972;43.76966599773116
Claude Arles;château de Lascours;34270;Sauteyrargues;France;34297;34;76.0;15039;3.919741691194924;43.837598263681606
Domaine de Lavabre;;34270;Claret;France;34078;34;76.0;34793;3.906250134711727;43.861265186990394
Earl Mas Gourdou;Mas de Gourdou;34270;Valflaunès;France;34322;34;76.0;47447;3.874301086740228;43.8000760002186
Earl Mas d'Auzières;22, rue de la Benoire;34270;Fontanès;France;34102;34;76.0;48747;3.914384596602632;43.794104530284145
Earl Reboul;128, rte de Trente-Loups;34270;Valflaunès;France;34322;34;76.0;19536;3.874301086740228;43.8000760002186
Earl Teissèdre;1, chem. de la Vieille;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;48018;3.864197561256253;43.76935833447793
Earl Thérond;Mas Gourdou;34270;Valflaunès;France;34322;34;76.0;48015;3.874301086740228;43.8000760002186
Earl christian-louis Jean;chem. de Farjou;34270;Claret;France;34078;34;76.0;23201;3.906250134711727;43.861265186990394
Earl domaine Pech-Tort;419, rte de Pompignan;34270;Valflaunès;France;34322;34;76.0;20796;3.874301086740228;43.8000760002186
Earl les Augustins;2, rte de Sommières;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;49382;3.864197561256253;43.76935833447793
Earl les Grandes Costes;Dom. les Grandes Costes 2, rte du Moulin-à-Vent;34270;Vacquières;France;34318;34;76.0;47434;3.944097352844619;43.84460164846864
Earl vignobles Orliac;Dom. de l'Hortus;34270;Valflaunès;France;34322;34;76.0;9863;3.874301086740228;43.8000760002186
Gaec Ermitage du Pic Saint-Loup;Cami-Lou-Castellas;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;50111;3.864197561256253;43.76935833447793
Gaec de l' Euzière;9, ancien chem. d'Anduze;34270;Fontanès;France;34102;34;76.0;15042;3.914384596602632;43.794104530284145
Gilles Nougalliat;Dom. la Costesse 11, chem. des Cammaous;34270;Vacquières;France;34318;34;76.0;21350;3.944097352844619;43.84460164846864
Guy Ratier;domaine de la Vieille 4, chemin de la Vieille;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;48769;3.864197561256253;43.76935833447793
Gérard Véziès;place Midlane;34270;Lauret;France;34131;34;76.0;50336;3.884737049779939;43.83438154569588
Jack Boutin;château La Roque;34270;Fontanès;France;34102;34;76.0;1272;3.914384596602632;43.794104530284145
Jean-louis Sanchez;chemin du Claus;34270;Lauret;France;34131;34;76.0;48316;3.884737049779939;43.83438154569588
Jean-pierre Rambier;Le Triadou;34270;Saint-Jean-de-Cuculles;France;34266;34;76.0;34790;3.834954332949246;43.75255644127598
Julien Martinez;Les Glabarèdes;34270;Cazevieille;France;34066;34;76.0;84607;3.788009349991972;43.76966599773116
Mas Foulaquier;rte des Embruscalles;34270;Claret;France;34078;34;76.0;35513;3.906250134711727;43.861265186990394
Mas Peyrolle;5, rte du Brestalou;34270;Vacquières;France;34318;34;76.0;67155;3.944097352844619;43.84460164846864
Mas de Figuier;mas-de-Figuier;34270;Vacquières;France;34318;34;76.0;50098;3.944097352844619;43.84460164846864
Mas de l'Oncle;rte de Montpellier;34270;Lauret;France;34131;34;76.0;17658;3.884737049779939;43.83438154569588
Maxence Panchau;Dom. Caussarelle 14, chem. des Cammaous;34270;Vacquières;France;34318;34;76.0;23153;3.944097352844619;43.84460164846864
Michel Wack;SARL Abbaye du Fenouillet;34270;Vacquières;France;34318;34;76.0;49027;3.944097352844619;43.84460164846864
Nadège Jeanjean;rte de Pompignan;34270;Valflaunès;France;34322;34;76.0;67159;3.874301086740228;43.8000760002186
Olivier Panchau;Dom. Cammaous 14, chem. des Cammaous;34270;Vacquières;France;34318;34;76.0;18738;3.944097352844619;43.84460164846864
Olivier Robert;96, cité l'Hortus;34270;Saint-Mathieu-de-Treviers;France;34276;34;76.0;47808;3.864197561256253;43.76935833447793
Patrick Peyrolle;rte de Corconne;34270;Vacquières;France;34318;34;76.0;48014;3.944097352844619;43.84460164846864
Pierre Pagès;Mas de Figuier;34270;Vacquières;France;34318;34;76.0;23202;3.944097352844619;43.84460164846864
Ravaille;GAEC Ermitage du Pic Saint-Loup;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;14164;3.864197561256253;43.76935833447793
Richard Lavanoux;485, ancien chem. du Moulin;34270;Les Matelles;France;34153;34;76.0;23200;3.809752578116852;43.73035368248225
Sarl Benezech-Gaffinel;château de Valcyre;34270;Valflaunès;France;34322;34;76.0;34811;3.874301086740228;43.8000760002186
Sarl Bergerie de Fenouillet;3, chem. de Fenouillet;34270;Vacquières;France;34318;34;76.0;49376;3.944097352844619;43.84460164846864
Sarl Terres des Cambon;rte de la Chapelle Aleyrac Lieu-dit Valcyre;34270;Valflaunès;France;34322;34;76.0;20802;3.874301086740228;43.8000760002186
Sarl château de Valcyre-Benezech-Gaffinel;château Valcyre;34270;Valflaunès;France;34322;34;76.0;25403;3.874301086740228;43.8000760002186
Sarl domaine de Mortiès;rte de Cazevieille;34270;Saint-Jean-de-Cuculles;France;34266;34;76.0;15045;3.834954332949246;43.75255644127598
Sarl jean-benoît Cavalier;Ch. de Lascaux rte du Brestalou;34270;Vacquières;France;34318;34;76.0;9867;3.944097352844619;43.84460164846864
Sarl jean-pierre Rambier et Fils Vigneron (Dom. Haut-Lirou);Dom. Haut-Lirou;34270;Saint-Jean-de-Cuculles;France;34266;34;76.0;23339;3.834954332949246;43.75255644127598
Sarl philippe Rambier;83, rue des Airs;34270;Claret;France;34078;34;76.0;34812;3.906250134711727;43.861265186990394
Sas Bergerie du Capucin;80, imp. Puech-Camp;34270;Lauret;France;34131;34;76.0;51241;3.884737049779939;43.83438154569588
Sas vignobles des Trois Châteaux;140, av. des Coteaux-de-Montferrand;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;1276;3.864197561256253;43.76935833447793
Sca Scolmat;1050, rte de Saint-Jean-de-Cuculles;34270;Saint-Mathieu-de-Tréviers;France;34276;34;76.0;67160;3.864197561256253;43.76935833447793
Scea Chapel;106, rue des Micocouliers;34270;Valflaunès;France;34322;34;76.0;46774;3.874301086740228;43.8000760002186
Scea Mas Bruguière;La Plaine;34270;Valflaunès;France;34322;34;76.0;50678;3.874301086740228;43.8000760002186
Scea Mas de Fournel;rte de Pompignan;34270;Valflaunès;France;34322;34;76.0;34777;3.874301086740228;43.8000760002186
Scea Mas de Jon;20, ancien chem. d'Anduze;34270;Fontanes;France;34102;34;76.0;23340;3.914384596602632;43.794104530284145
Scea château Lancyre;hameau de Lancyre;34270;Valflaunès;France;34322;34;76.0;6097;3.874301086740228;43.8000760002186
Scea château la Roque  Les Deux Tours;2, chem. de Saint-Mathieu;34270;Fontanès;France;34102;34;76.0;48727;3.914384596602632;43.794104530284145
Scea de Cazeneuve;Dom. de Cazeneuve;34270;Lauret;France;34131;34;76.0;14166;3.884737049779939;43.83438154569588
Scea du Mas Bruguière;hameau de la Plaine;34270;Valflaunès;France;34322;34;76.0;6096;3.874301086740228;43.8000760002186
Scea la Chouette du Chai;Lieu-dit La Figarède;34270;Cazevieille;France;34066;34;76.0;22191;3.788009349991972;43.76966599773116
Scea le Clos de la Matane;913, av. des Embruscalles;34270;Claret;France;34078;34;76.0;22878;3.906250134711727;43.861265186990394
Stéphane Chazalon;160, chemin du Gouletier;34270;Saint-Mathieu-de-Treviers;France;34276;34;76.0;84238;3.864197561256253;43.76935833447793
Thérond;Mas Gourdou;34270;Valflaunès;France;34322;34;76.0;19534;3.874301086740228;43.8000760002186
Toni Schuler;SARL Abbaye du Fenouillet;34270;Vacquières;France;34318;34;76.0;35759;3.944097352844619;43.84460164846864
Christa Hürlimann;Dom. Bourdic;34290;Alignan-du-Vent;France;34009;34;76.0;34336;3.342014222137968;43.470177474322206
Domaine de Brescou;rte de Margon;34290;Alignan-du-Vent;France;34009;34;76.0;46870;3.342014222137968;43.470177474322206
Domaine de Pierre-Belle;avenue de Béziers;34290;Lieuran-lès-Béziers;France;34139;34;76.0;50835;3.237394212416002;43.418926716234914
Domaine de Sainte Rose;D 18;34290;Servian;France;34300;34;76.0;49663;3.299553041836527;43.42705579985938
Domaine de pierre Belle;av. de Béziers;34290;Lieuran-lès-Béziers;France;34139;34;76.0;20183;3.237394212416002;43.418926716234914
Domaine du Château d'Eau;c/o B. Montariol;34290;Lieuran-Les-Béziers;France;34139;34;76.0;47576;3.237394212416002;43.418926716234914
Earl du Peirigas;av. du Petit-Train;34290;Valros;France;34325;34;76.0;22490;3.3664023145644;43.42120497323645
Earl du domaine Saint-Georges d'Ibry;;34290;Abeilhan;France;34001;34;76.0;14704;3.295688694155253;43.44805742357184
Gfa de Coussergues;domaine de Coussergues;34290;Montblanc;France;34166;34;76.0;5280;3.365656924195003;43.39499439662085
Gfa de Montmarin;D 28;34290;Montblanc;France;34166;34;76.0;51355;3.365656924195003;43.39499439662085
Hélène Péra;domaine de Bellevue;34290;Montblanc;France;34166;34;76.0;49015;3.365656924195003;43.39499439662085
Larose;3, rue Arbre-blanc;34290;Alignan-du-Vent;France;34009;34;76.0;21126;3.342014222137968;43.470177474322206
Les Coteaux d'Abeilhan;8, boulevard Louis-Pasteur;34290;Abeilhan;France;34001;34;76.0;50843;3.295688694155253;43.44805742357184
Les Coteaux de Thongue et Peyne;8, bd Louis Pasteur;34290;Abeilhan;France;34001;34;76.0;25393;3.295688694155253;43.44805742357184
Les vignerons de l' Occitane;101, Grand-Rue BP 28;34290;Servian;France;34300;34;76.0;83997;3.299553041836527;43.42705579985938
Luc et isabelle Estournet;33, avenue de Béziers;34290;Montblanc;France;34166;34;76.0;84703;3.365656924195003;43.39499439662085
Maison Maurel-Vedeau;ZI La Baume;34290;Servian;France;34300;34;76.0;35859;3.299553041836527;43.42705579985938
Philippe Chesnelong;247, avenue Jean-Moulin;34290;Valros;France;34325;34;76.0;83983;3.3664023145644;43.42120497323645
Philippe de Bertier;domaine de Montmarin;34290;Montblanc;France;34166;34;76.0;49662;3.365656924195003;43.39499439662085
Sarl domaine de Pierre Belle;Dom. de Pierre-Belle av. de Béziers;34290;Lieuran-lès-Béziers;France;34139;34;76.0;34338;3.237394212416002;43.418926716234914
Sarl domaine de la Baume;rte de Pézenas;34290;Servian;France;34300;34;76.0;14705;3.299553041836527;43.42705579985938
Sarl hf Bouchard et Fils;3, rue de Fraisse;34290;Alignan-du-Vent;France;34009;34;76.0;5265;3.342014222137968;43.470177474322206
Sarl les Filles de Sepembre;30, av. Georges-Guynemer;34290;Abeilhan;France;34001;34;76.0;25396;3.295688694155253;43.44805742357184
Sas bruno Andreu;53, av. de Béziers;34290;Montblanc;France;34166;34;76.0;9854;3.365656924195003;43.39499439662085
Sas les vignerons d' Alignan-du-Vent  Neffiès;27, rue de la Guissaume;34290;Alignan-du-Vent;France;34009;34;76.0;25399;3.342014222137968;43.470177474322206
Scav les vignerons de Montblanc;447, av. d'Agde;34290;Montblanc;France;34166;34;76.0;34326;3.365656924195003;43.39499439662085
Scea les domaines Caton;Prieuré d'Amilhac;34290;Servian;France;34300;34;76.0;1153;3.299553041836527;43.42705579985938
Stéphan Montariol;EARL domaine des Fontaines;34290;Lieuran-lès-Béziers;France;34139;34;76.0;50276;3.237394212416002;43.418926716234914
Uca le Tarral;Site de Valros avenue de la Montagne;34290;Valros;France;34325;34;76.0;34327;3.3664023145644;43.42120497323645
Club des Vignerons;domaine de Mermian;34300;Agde;France;34003;34;76.0;47979;3.477650465792559;43.313359498538865
Domaine de Beaumont;rte de Florensac;34300;Agde;France;34003;34;76.0;50825;3.477650465792559;43.313359498538865
Gaf Grange rouge;domaine des Pourthié;34300;Agde;France;34003;34;76.0;17214;3.477650465792559;43.313359498538865
Gaf Pourthié;domaine des Pourthié;34300;Agde;France;34003;34;76.0;5406;3.477650465792559;43.313359498538865
Alain Espinasse;4, rue de la Place;34310;Cruzy;France;34092;34;76.0;50066;2.941315111130861;43.35457868971732
Barthélémy d' Andoque de Sériège;domaine de Sériège;34310;Cruzy;France;34092;34;76.0;50333;2.941315111130861;43.35457868971732
Bernard Guibert;Plaine des Astres;34310;Montady;France;34161;34;76.0;47470;3.121101195777556;43.33093671058072
Brigitte et claude Robert;domaine La Provenquière;34310;Capestang;France;34052;34;76.0;16410;3.043339878475435;43.32829076032147
Cave des vignerons de Cruzy-Montouliers-Cébazan;;34310;Cruzy;France;34092;34;76.0;16711;2.941315111130861;43.35457868971732
Earl domaine lou Colombier;13, chemin de Mortplo;34310;Montouliers;France;34170;34;76.0;67008;2.907430502770787;43.337195454347594
François Gimié;49, rue Gambetta;34310;Capestang;France;34052;34;76.0;49042;3.043339878475435;43.32829076032147
François Ginié;49, rue Gambetta;34310;Capestang;France;34052;34;76.0;50266;3.043339878475435;43.32829076032147
François-régis Boussagol;domaine Saint-Jean de Conques;34310;Quarante;France;34226;34;76.0;14701;2.96213391606532;43.346917076282956
Françoise Bousquet;domaine Pain de Sucre rte de Carcassonne;34310;Capestang;France;34052;34;76.0;67342;3.043339878475435;43.32829076032147
Gfa domaine de Cantaussels;Dom. de Cibadiès;34310;Capestang;France;34052;34;76.0;84704;3.043339878475435;43.32829076032147
Jean-michel Consul;Montplo;34310;Cruzy;France;34092;34;76.0;49361;2.941315111130861;43.35457868971732
Les Terrasses de Gabrielle;3, avenue Émile-Loscos;34310;Capestang;France;34052;34;76.0;84731;3.043339878475435;43.32829076032147
Les vignerons de Roueïre;domaine de Roueïre;34310;Quarante;France;34226;34;76.0;16029;2.96213391606532;43.346917076282956
Michel Izard;1, av. de Béziers;34310;Montady;France;34161;34;76.0;16408;3.121101195777556;43.33093671058072
Philippe Cros;3, rue Paul-Bert;34310;Capestang;France;34052;34;76.0;20191;3.043339878475435;43.32829076032147
Pierrette Cravero;lieu-dit Le Gabelas;34310;Cruzy;France;34092;34;76.0;84584;2.941315111130861;43.35457868971732
Pierrette Cravero-Bartholin;domaine de Gabelas lieu-dit Le Cabelas;34310;Cruzy;France;34092;34;76.0;33989;2.941315111130861;43.35457868971732
Sarl Levindici;3, avenue du Château;34310;Quarante;France;34226;34;76.0;49359;2.96213391606532;43.346917076282956
Sas château Fontanche;rte de Fontanche;34310;Quarante;France;34226;34;76.0;20161;2.96213391606532;43.346917076282956
Scea Domaine De Soustres;chem. de Soustres;34310;Montady;France;34161;34;76.0;23151;3.121101195777556;43.33093671058072
